,EMG_a,EMG_b,EMG_c,EMG_d,EMG_e,EMG_g,EMG_h,EMG_i,labelrock,labelpaper,labelscissors,labelok,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,EMG_a_temp_mean_ws_8,EMG_b_temp_mean_ws_8,EMG_c_temp_mean_ws_8,EMG_d_temp_mean_ws_8,EMG_e_temp_mean_ws_8,EMG_g_temp_mean_ws_8,EMG_h_temp_mean_ws_8,EMG_i_temp_mean_ws_8,pca_1_temp_mean_ws_8,pca_2_temp_mean_ws_8,pca_3_temp_mean_ws_8,pca_4_temp_mean_ws_8,pca_5_temp_mean_ws_8,pca_6_temp_mean_ws_8,pca_7_temp_mean_ws_8,EMG_a_temp_std_ws_8,EMG_b_temp_std_ws_8,EMG_c_temp_std_ws_8,EMG_d_temp_std_ws_8,EMG_e_temp_std_ws_8,EMG_g_temp_std_ws_8,EMG_h_temp_std_ws_8,EMG_i_temp_std_ws_8,pca_1_temp_std_ws_8,pca_2_temp_std_ws_8,pca_3_temp_std_ws_8,pca_4_temp_std_ws_8,pca_5_temp_std_ws_8,pca_6_temp_std_ws_8,pca_7_temp_std_ws_8,EMG_a_max_freq,EMG_a_freq_weighted,EMG_a_pse,EMG_a_freq_0.0_Hz_ws_8,EMG_a_freq_25.0_Hz_ws_8,EMG_a_freq_50.0_Hz_ws_8,EMG_a_freq_75.0_Hz_ws_8,EMG_a_freq_100.0_Hz_ws_8,EMG_b_max_freq,EMG_b_freq_weighted,EMG_b_pse,EMG_b_freq_0.0_Hz_ws_8,EMG_b_freq_25.0_Hz_ws_8,EMG_b_freq_50.0_Hz_ws_8,EMG_b_freq_75.0_Hz_ws_8,EMG_b_freq_100.0_Hz_ws_8,EMG_c_max_freq,EMG_c_freq_weighted,EMG_c_pse,EMG_c_freq_0.0_Hz_ws_8,EMG_c_freq_25.0_Hz_ws_8,EMG_c_freq_50.0_Hz_ws_8,EMG_c_freq_75.0_Hz_ws_8,EMG_c_freq_100.0_Hz_ws_8,EMG_d_max_freq,EMG_d_freq_weighted,EMG_d_pse,EMG_d_freq_0.0_Hz_ws_8,EMG_d_freq_25.0_Hz_ws_8,EMG_d_freq_50.0_Hz_ws_8,EMG_d_freq_75.0_Hz_ws_8,EMG_d_freq_100.0_Hz_ws_8,EMG_e_max_freq,EMG_e_freq_weighted,EMG_e_pse,EMG_e_freq_0.0_Hz_ws_8,EMG_e_freq_25.0_Hz_ws_8,EMG_e_freq_50.0_Hz_ws_8,EMG_e_freq_75.0_Hz_ws_8,EMG_e_freq_100.0_Hz_ws_8,EMG_g_max_freq,EMG_g_freq_weighted,EMG_g_pse,EMG_g_freq_0.0_Hz_ws_8,EMG_g_freq_25.0_Hz_ws_8,EMG_g_freq_50.0_Hz_ws_8,EMG_g_freq_75.0_Hz_ws_8,EMG_g_freq_100.0_Hz_ws_8,EMG_h_max_freq,EMG_h_freq_weighted,EMG_h_pse,EMG_h_freq_0.0_Hz_ws_8,EMG_h_freq_25.0_Hz_ws_8,EMG_h_freq_50.0_Hz_ws_8,EMG_h_freq_75.0_Hz_ws_8,EMG_h_freq_100.0_Hz_ws_8
2019-06-06 12:06:06.600,1.48062941951711,1.13811891321663,0.983654115518003,0.750646712722778,0.611510849551864,0.445039745387409,2.6972311066578,0.643550525509194,1,0,0,0,-0.096548527249872,0.17502933979022,0.143248650593316,-0.033052129613283,0.094387798000725,0.114230005419847,0.081282978084137,0.973603108092985,0.763847586737125,0.753140361267822,0.898021315269288,0.619167993879034,0.457881962355681,5.10250544562442,1.34370925489003,-0.133527655671792,0.280240702782576,-0.064699528474155,-0.188814923244957,-0.087251059468286,-0.003577997712301,0.128323008644605,0.507782451800755,0.254724235238396,0.255201729642775,0.403368902198101,0.203072775942368,0.171073403189569,2.21889941066661,0.832438291695849,0.074676348285667,0.23491503411952,0.215374302671187,0.148138581673282,0.142202421670904,0.131211087050661,0.166173719983514,0,10.5879626690821,0.280930030013164,8.76242797283687,2.42990296967104,0.141956567534606,0.399513738612781,0.295576718321655,0,-29.6650829088475,0.160308992468253,6.87462828063413,-0.497592120497719,-0.12081483674432,-0.934091843134749,-0.534793003968833,0,-43.2157903174746,0.235229322969424,6.7782632514104,-0.791651411669856,-0.220245817075479,-1.01227108721908,-0.689365760394118,0,-32.0625338788955,0.202532024180273,8.0821918374236,-0.0768691295402,-1.43041105319574,-0.759139052870425,-0.424728305346463,0,-21.7577314458749,0.124008804992983,5.57251194491131,0.131994346527249,-0.090032878162467,-0.709259742825771,-0.429788360443291,0,-5.65319092390449,0.136081766564135,4.12093766120113,0.592719605946424,-0.182802243144957,-0.146172068649439,-0.18458905556532,0,4.73404828273532,0.069523567230959,45.9225490106198,-3.9163712921879,1.15432171249741,2.42928533235261,0.774894258563213
2019-06-06 12:06:08.200,1.29062824235449,1.04091702537674,0.861840661815724,0.919381222842767,0.359256945748617,0.277189307960628,2.56681709433679,1.67970820338395,1,0,0,0,-0.190568825512085,0.282436663368721,0.05111155411655,-0.063805313787173,0.003451040838717,-0.051408654472213,-0.094176264742205,1.33292225894391,0.786698270814277,0.769321507454939,0.647907066100116,0.601510484572166,0.503948419045443,2.28528716955057,1.24674506576505,-0.088832565046886,0.10622514599873,-0.032893993252294,-0.131344022835091,0.023997665994066,0.006843323610767,-0.043482120748971,0.760648174664507,0.247308303859364,0.143877338180233,0.238766115839594,0.252038576072099,0.318052674822622,1.23659493880289,0.704754571292387,0.10044790854579,0.124037266533557,0.165721886222551,0.109675654358301,0.10531492851437,0.180837023685391,0.125954178565218,0,5.42160856103859,0.396849167453076,11.9963003304952,-2.15922469236714,3.39104854978848,-0.391409788194281,-0.175731846647647,0,8.50777394958205,0.100472747620353,7.08028443732849,0.661704578409688,0.605513409175229,0.181767300381709,0.132407602843953,0,4.37857759066378,0.068839853175404,6.92389356709445,0.770909743412058,0.042788340645698,0.078083873256316,0.072714778969714,0,4.5512404349152,0.065367024073481,5.83116359490104,0.328708785437749,-0.308793156572776,0.335045784495424,0.107366996441582,0,2.71797604288291,0.139690473397572,5.41359436114949,0.251028536572957,-0.739481720834059,0.312431074965913,0.221023751703829,0,-3.82316633642765,0.009540188254581,4.53553577140899,-0.039421035791108,-0.124870112997852,-0.039287663768558,-0.061510218903637,0,-6.38478670940444,0.352225542729781,20.5675845259551,3.88120402837799,2.47889647709745,-3.46019720692474,-1.04615558156816
2019-06-06 12:06:09.800,1.08607074124907,0.726773037364182,0.781014448234187,0.780748991697725,0.952930559006954,0.502833485005818,2.70792166911621,0.767459369155626,1,0,0,0,0.000946067233489,0.075883966717046,0.052303271586977,-0.153272035006261,-0.054860366465654,0.075640359994903,0.072701860047592,0.901597888125562,0.754662448895401,0.762311302815054,0.705601304197118,0.468752310176069,0.355942134129445,2.01138963824185,1.14599103231126,-0.139026394473689,0.052582837482251,-0.006142045458243,-0.085516436913007,-0.03054905203617,-0.033767256255057,-0.012750536256237,0.440343784273576,0.132939193984994,0.051176205230937,0.113061815953508,0.266918087816015,0.128465677356692,1.15986193397666,0.377603912200844,0.069214688004622,0.147398257194626,0.040954423608718,0.074319212974823,0.049226589493777,0.068026302375926,0.094179430039399,0,2.8947509054223,0.307311094927839,8.11438099313005,0.935782941985546,1.83597574313802,-0.619024679809597,-0.402097411283808,0,8.58437457702395,0.076411005188128,6.79196204005861,0.285996136149464,0.66012973363273,0.199827678755999,0.142192045627819,0,3.53933602695127,0.011056022155676,6.86080172533549,0.169158451990296,0.050991988868159,0.147353607205804,0.080378067438757,0,5.77698944863431,0.055095078449359,6.35041173777406,0.478652825531251,0.31100441782283,0.100319979055869,0.072032411495474,0,-9.99479347763815,0.110451654073769,4.21877079158463,-0.248961047410301,0.304423263625193,-0.343239272816417,-0.204952083322012,0,-15.0628662198032,0.188292143688867,3.20347920716501,0.073058871316691,0.287819884643092,-0.495747896159262,-0.219518577560197,0,6.1519060116077,0.054761048278652,18.1025067441767,1.51454326906965,-0.05352568057126,0.491470209946444,0.546935753982388
2019-06-06 12:06:11.400,0.34120365173812,0.706379772409334,0.81155736336885,0.770686183546889,0.13779859571263,0.409461319775968,1.04295264136274,1.44614757773314,1,0,0,0,-0.209762705035033,0.031030854499773,-0.008424548761861,0.038337517774635,-0.107245520283506,-0.166931590381298,-0.064938305562959,0.825275331967293,0.711936239094475,0.74650463614028,0.703865700335346,0.441715526184595,0.459510373689829,1.47843408157621,1.06557887671101,-0.124353626384206,0.005184288020871,-0.010573313409224,-0.050849467133857,-0.041025225981153,-0.032650511675036,-0.027490699209323,0.495426857106127,0.059325278990616,0.12011039605508,0.228056939591785,0.280182470775122,0.200653605308526,0.666129196043842,0.489444409135762,0.079673068203105,0.095523154735854,0.092506130281279,0.095022430061319,0.075328828952958,0.174532913905124,0.060415890223363,0,4.06940011107826,0.109223564097337,7.42747798770564,1.10868587025527,0.030580459870329,-0.092946909512428,0.127259921154845,0,-0.885375352198057,0.013069436580988,6.40742615185028,0.082645144627792,0.185133559243484,-0.121856591691688,-0.079156519965908,0,-0.959764193510268,0.067599751495623,6.71854172526252,0.558475571252641,-0.423350195014561,0.056340755937037,-0.036171977752537,0,-1.34168367515722,0.203067735521166,6.33479130301811,1.08207091457301,-0.776569391312457,0.049364276744602,-0.008890988874445,0,21.061412147867,0.392631640333155,3.97543973566136,0.563287677206804,0.912082089516034,0.400664500036867,0.424433380940909,0,2.15318033617198,0.245948431181211,4.13559336320846,0.553871885084671,-0.728007794529568,0.201237960320648,0.1678519500462,0,21.5305475303615,0.354574671852798,13.3059067341859,1.36710646187008,-0.702856448154501,3.21095442194745,1.65748970826697
2019-06-06 12:06:13.000,0.590545441747824,0.564042762331395,0.58585040972125,0.365906572730074,0.463080362570511,0.344668520450329,1.08753067065696,0.992742001779402,1,0,0,0,-0.127186591266717,-0.185545784602876,-0.11492710520872,-0.142667682758565,0.01289142782189,-0.09592815263968,-0.014035662674947,0.646239080901655,0.782646825875472,0.794057828625043,0.693248095705061,0.447354039993897,0.476190087958649,1.09125040125105,0.864766922103434,-0.114652728923334,-0.034600827205007,0.041665267623126,-0.004222310372503,-0.03177708021721,-0.039825031508942,0.005857474837976,0.233399384509539,0.115802508306447,0.160890529413603,0.153784145256693,0.193792756852554,0.235688631157956,0.376821819345615,0.300240676061469,0.078070844143603,0.088452079082607,0.095769954163636,0.073814609199845,0.062399563981885,0.080493455059316,0.039612551658689,0,-9.43493406900923,0.190370724654082,5.8161517281149,-1.2755343873851,0.055000228050419,-0.09707274460102,-0.055052527300206,0,-0.390975777069296,0.027250966661674,7.04382143287925,-0.448827456963578,0.019768607091102,0.03892939395947,0.046927715315385,0,1.29259448849007,0.040524825365838,7.14652045762539,0.233555181204022,-0.442387494886733,0.125527388944618,0.162052831085223,0,6.74437115728638,0.04160981571951,6.23923286134555,-0.16850680155779,-0.093821739351251,0.309852561281832,0.300947374915434,0,-19.3716764707308,0.252272279443239,4.02618635994507,-0.947358514963377,-0.351371920374532,0.013191146658794,-0.107460210586585,0,5.41004832874755,0.206590880558867,4.28571079162784,-0.598075513001896,-0.356874221397479,0.44440210922423,0.210268168353082,0,-5.80982779829059,0.097224612694161,9.82125361125949,0.33178142323803,0.668660403861215,-0.970141365874887,-0.247640380721779
2019-06-06 12:06:14.600,0.616695112424906,0.804544159339319,0.752255015443815,1.23105340105259,0.561036368915548,0.51249770312974,1.26652485645411,0.981014099635399,1,0,0,0,-0.082181709900602,0.109187235829915,0.131972604982037,0.04024252905543,-0.176949201705961,0.020714987700944,-0.038611752385197,0.856102533875377,0.720754786833738,0.725092022394563,0.719170344304359,0.427281485557568,0.474519335307227,1.64664087458801,0.771542685841253,-0.125865449463388,-0.024084754034818,-0.004198931583169,-0.038484656311055,-0.030063021086126,0.025645019176484,0.019071464797773,0.205342920285105,0.094798025045701,0.154607499942768,0.430873996505131,0.097251341303001,0.130712190876263,0.54196719901456,0.318530100536945,0.042529768392003,0.202057540318184,0.117582662272001,0.09030799997562,0.117642827725613,0.066189214376504,0.045767045868872,0,-3.36843257105654,0.123064487476296,7.70492280487839,-1.12295051706291,-0.363777200197478,0.19350680207732,0.098214000609077,0,-6.34227925107651,0.027571194997888,6.48679308150364,-0.222762439169129,-0.288331179605764,-0.109128693500541,-0.084981797985109,0,-2.90953916114382,0.057335169202631,6.52582820155107,-0.332611659970565,-0.487955631376115,0.153960116508582,0.040019917808189,0,-21.0412972165276,0.125669582658319,6.47253309873923,-0.044910982692438,-0.857278001129041,-0.399802273461027,-0.287695714801776,0,-0.422864986927658,0.052143022931958,3.84553337001811,0.092433567571251,0.28545227643401,-0.136054956120271,-0.080735941326745,0,-6.80122812118464,0.063835211979856,4.27067401776504,-0.433190117428614,-0.00789179541896,-0.019093697700375,-0.124153056308091,0,-5.73605419907127,0.103144631787542,14.8197678712921,-1.9652403112785,-0.697153483186226,0.049048340604106,0.097349536170897
2019-06-06 12:06:16.200,2.25204021369152,0.602416115850455,0.480898406118428,0.25905671596076,0.701226015211746,0.632167932437287,7.40557322815771,1.15674606778198,1,0,0,0,-0.116447126066201,0.217187910392184,-0.394556171197823,-0.475819049676626,0.182154094500898,0.170888737713632,0.182087739864932,1.36733721136416,0.617491631792026,0.702456657519502,0.777859189878021,0.645808161511527,0.702356345391653,4.14219325547565,1.21133537144782,-0.07757972360612,0.195817219782659,-0.124921644225853,-0.183543176246413,-0.052289322642536,0.069136790590625,0.050841105236574,0.531305201890945,0.096736006356317,0.177606197093502,0.341033240849804,0.154681097897583,0.40595815259405,2.31238330002833,0.689181918090742,0.072206349298814,0.255519249566207,0.151287771526084,0.168849435780296,0.130262898069199,0.087377683851183,0.104774076776165,0,-23.4768178775654,0.121826267686197,12.3060349022774,-0.750437962380995,-1.15938600392873,-0.557294090722317,-0.910771388194586,0,6.39685999524052,0.061734955358263,5.55742468612823,0.507162298723353,0.009108177322133,0.189860749501066,0.13560514841627,0,4.66450870836005,0.033491101316152,6.32210991767552,-0.113782462426944,-0.162409733431122,0.341144548776429,0.159140257741043,0,17.8133745163956,0.169940877108884,7.00073270890219,0.023994121438306,0.280512272366446,1.08309666856345,0.651770887917338,0,-4.28351212230399,0.017380517436527,5.81227345360375,0.007197376149072,-0.262640209299571,-0.091688004927986,-0.034342228603422,0,-8.71369101677909,0.042680416999558,6.32120710852488,-0.397786748611566,-0.049229327478051,-0.220181354249892,-0.187166459839099,0,-30.0902048646808,0.184922635051898,37.2797392992808,-5.37278915851583,-1.89168925063555,-2.56538671777941,-3.11064266866611
2019-06-06 12:06:17.800,2.48709769529382,0.685100759084775,0.950207855703914,0.903581273247602,0.772218759856844,2.47158878839854,3.71552630138369,2.24118817783158,1,0,0,0,0.180733434544285,0.554867318859843,-0.251462750330546,-0.017423145360798,-0.004804010412062,0.069788459028452,-0.187586251808675,2.05293448022093,0.783418065007812,0.741418876132926,0.646775046774035,0.548385747179149,1.11556145852037,4.2498433544086,1.38329616683462,-0.052406013343883,0.281428936977502,-0.193414919807981,-0.161359541250372,0.091629949795103,0.112926063797276,-0.011799085773345,0.568840261300017,0.143383139549681,0.161161587192099,0.252474598176161,0.202196617854518,0.711962830003638,2.37810626094394,0.526403406459029,0.133896776831618,0.146354282601052,0.12343382853482,0.170694461196264,0.070057810967205,0.138711445422028,0.199624222680663,0,-3.26511279380811,0.142711442845926,18.4764103219884,2.87545016606055,-0.836182960741255,-0.83996034320801,-0.30333106149362,0,-3.8003014154218,0.068003952868698,7.05076258507031,-0.385120633579921,-0.616468637407396,0.078249858552141,0.108830641227071,0,-15.0760910850162,0.098844298407204,6.67276988519633,0.158842497003414,-0.722796178855007,-0.403305590799233,-0.205082842414416,0,-27.6891615370096,0.227985436907644,5.82097542096632,0.147563598217814,-1.28319947888529,-0.340511830852581,-0.268584777139678,0,5.15301175863978,0.133090690484263,4.93547172461234,0.000285910535583,0.841563641923986,-0.091927729828249,-0.062140616484633,0,-26.3003757415942,0.21527846579403,10.0400531266834,0.141363657651794,0.516102292244827,-1.88350988511407,-0.949226932156444,0,10.3749378099784,0.292152773638314,38.2485901896774,6.63854038876404,7.78241298542476,-0.44366940449067,0.223500462172862
2019-06-06 12:06:19.400,2.04029269583402,0.749484588457708,0.816613285580957,0.88113474686339,0.320437648429158,1.60208285061822,4.92526955042208,1.7623940277591,1,0,0,0,-0.063670728875567,0.452526117944645,-0.249755369910263,-0.055081898434341,0.011629136674714,0.089097738292695,-0.032583731893831,1.41199574132637,0.731624620968909,0.814278775354608,0.702107643862368,0.602666342479504,1.29376716824087,4.50329920331897,1.0109206527868,-0.018785227721767,0.232707259273285,-0.147571314670411,-0.088623487064978,0.008948441917697,0.085347321880239,0.129035183356302,0.615005153263377,0.225428378730773,0.146292095872493,0.201496421818158,0.275977841734511,0.664367762884574,1.06536801825042,0.753303281173832,0.104445009734758,0.212036560765425,0.132641157846136,0.13767477044539,0.073648538420796,0.036603701006045,0.176596435358945,0,10.2650027974646,0.275479510987115,12.7079616719373,3.31206216964505,0.916940235725536,0.377411284821221,0.231545102661755,0,1.59368401097378,0.164378527142954,6.58462158872018,0.085913053731596,-1.04019158655986,0.578808232506712,0.166112921842953,0,4.99135542546064,0.079118271481369,7.32850897819148,0.456610044508984,-0.46542524905378,0.422451425432498,0.198044640684173,0,3.23525168176455,0.095169073189155,6.31896879476131,0.878220932351237,0.049397190035652,-0.041997246695538,0.021010456542201,0,8.26385072200814,0.265846030005722,5.42399708231554,-0.509443741175171,1.32038036969449,-0.105618147283043,0.057667396961749,0,16.5081581031715,0.277575412227156,11.6439045141678,1.91674809039638,1.597559839021,1.06678875316107,0.719100608131089,0,-10.2042215364397,0.060082047993139,40.5296928298708,1.22776625140701,0.24853991821411,-3.26428190600561,-1.75700232232429
2019-06-06 12:06:21.000,0.899687339830996,0.465422162865653,0.705417969834859,0.631532640103573,0.863033835841074,0.818900497607068,8.39917886482661,0.2032001825872,1,0,0,0,-0.06190679005426,0.188034379809936,-0.21013427784443,-0.301136805323463,-0.08643013257162,0.185807753775696,0.514466165779909,1.7619937308163,0.818588968810682,0.681035301495061,0.61684660758405,0.51805268216115,0.829041672504988,6.14184331276944,0.860128333380106,-0.121475548531018,0.252206300599833,-0.201882902289071,-0.223850361976145,0.100344074308559,0.164461729124616,0.200899915962841,0.70932228588196,0.335713148861053,0.115922552355573,0.167962501169043,0.30978335051751,0.375423348715104,1.32533094012378,0.47044922029604,0.055603635688882,0.117112199451556,0.058066099729961,0.143664015892836,0.169025652726912,0.088997132208221,0.167913601300505,0,4.68540480411611,0.120330779829126,15.8579435773467,1.32407953385955,-1.50149265541511,0.833382883361145,0.596375580774189,0,-0.927729588387143,0.049341509921232,7.36730071929614,0.014996286284439,-0.617630338481468,0.208247654208262,0.083416686400387,0,3.88905832194246,0.039523545374348,6.12931771345555,0.46472727506325,-0.020239667769844,0.038301537731669,0.127311783361459,0,8.94938581766022,0.124700926397154,5.55161946825645,0.177320386788805,0.874673905886766,0.062795178938122,0.074507155143336,0,-15.783031862615,0.176625849793557,4.66247413945035,-0.437064661079384,0.354226991755799,-0.572225078693053,-0.234204903777326,0,15.594826920152,0.299481101801222,7.46137505254489,1.55251964959507,0.944631067952103,0.543586212648965,0.43794837131341,0,-7.36271754566956,0.021818417807084,55.2765898149249,-0.760044929956402,-1.86887295437264,-1.21332233324748,-1.63234171298661
