Date,s1,s2,s3,s4,s5,s6,s7,s8,pca_1,pca_2,pca_3,pca_4,labelrock,labelpaper,labelscissors,labelok
2019-06-06 12:06:05.060625076,-2.85,-3.05,-0.925,-1.05,0.025,-0.1,-0.675,-0.625,0.030129689990697,0.107140191563653,-0.087473669582457,-0.052802572183061,1,0,0,0
2019-06-06 12:06:05.060750008,-2.925,-4.1,-0.5,-0.375,-3.25,-0.8,-1.825,-1.55,0.084619346267804,0.005600583671029,-0.159849228905787,-0.045331728146194,1,0,0,0
2019-06-06 12:06:05.060874939,-2.1,1.4,0.15,-0.075,-3.9,-3.75,0,0.125,0.08285205647913,-0.240789956721875,-0.086971386308517,-0.059941029463778,1,0,0,0
2019-06-06 12:06:05.061000109,-3.82926829268293,-1.21951219512195,-0.292682926829268,-0.585365853658537,2.02439024390244,6.14634146341463,1.80487804878049,-3.73170731707317,-0.210282947075426,0.108363739242584,-0.155867287746702,0.004309040110178,1,0,0,0
2019-06-06 12:06:05.061125040,0.128205128205128,-0.256410256410256,-0.615384615384615,-0.743589743589744,-0.82051282051282,-3.84615384615385,0.076923076923077,-0.743589743589744,0.084295351288317,-0.084128210313338,0.036824154866785,-0.026403894457123,1,0,0,0
2019-06-06 12:06:05.061249971,-0.3,-0.85,-1.25,-2.45,1.4,0.2,0.4,1.325,0.010633716581828,0.143784287638155,0.122066676525466,-0.072328533222721,1,0,0,0
2019-06-06 12:06:05.061374903,-1.825,-1.925,-2.1,-1.15,3.475,-0.55,-0.925,-2.45,0.04023106636737,0.252715233448532,0.020514328118995,0.007504896871485,1,0,0,0
2019-06-06 12:06:05.061500072,0.175,2.45,0.475,-0.85,-1.175,-2.525,-0.5,0.775,-0.013931897030374,-0.241159793093723,0.032555615356538,-0.003725420504256,1,0,0,0
2019-06-06 12:06:05.061625004,-1.36585365853659,-0.097560975609756,-1.36585365853659,-0.365853658536585,-0.878048780487805,-2.14634146341463,-0.731707317073171,-1.04878048780488,0.083217686086514,0.017033437507571,0.000543443709207,-0.030692161006177,1,0,0,0
2019-06-06 12:06:05.061749935,0.461538461538462,3.20512820512821,0.461538461538462,0.564102564102564,3.64102564102564,-1.07692307692308,-1.23076923076923,-2.07692307692308,-0.164644406403787,-0.226912184971987,-0.012768942782819,0.129214854156826,1,0,0,0
2019-06-06 12:06:05.061875105,-2.65,2.375,-1.125,-2.05,-2.25,-0.15,0.125,0.625,0.074300632794101,0.035934553722988,0.048457238641595,-0.091536803313853,1,0,0,0
2019-06-06 12:06:05.062000036,-0.525,-1.05,-1.75,-0.95,0.175,-0.75,-0.925,-1.75,0.067544393355267,0.124633432073288,0.058589688044156,-0.01401833628271,1,0,0,0
2019-06-06 12:06:05.062124968,-1.1,-2.675,-2.275,-0.8,0.4,-4.55,-1.95,-3.225,0.207810646699695,0.177653920326257,0.024901474775135,0.000790381501626,1,0,0,0
2019-06-06 12:06:05.062249899,-0.219512195121951,-0.414634146341463,-1.17073170731707,-0.707317073170732,-1.34146341463415,3.48780487804878,-0.560975609756098,-0.634146341463415,-0.062256772407484,0.060038882489142,0.047025371710522,-0.028195894693136,1,0,0,0
2019-06-06 12:06:05.062375069,3.76923076923077,0.538461538461538,0.025641025641026,-0.41025641025641,0.769230769230769,-0.923076923076923,-0.615384615384615,0.025641025641026,-0.088487324817625,-0.177063625964118,0.146036239666089,0.048336921242614,1,0,0,0
2019-06-06 12:06:05.062500000,2.9,3.2,0.45,0.35,-2.2,1.475,0.275,-0.525,-0.146116042169768,-0.303442661587019,0.096521969842219,0.036487370798844,1,0,0,0
2019-06-06 12:06:05.062624930,2.425,-0.475,0.65,-0.55,-3.45,-1.075,-1.8,1.925,-0.026225217918473,-0.266350927652819,0.06038016858022,-0.013070923746916,1,0,0,0
2019-06-06 12:06:05.062750101,-2.975,-3.725,-2.05,-0.7,2.2,-2.325,-0.1,-0.55,0.095302247571081,0.227026233375909,-0.058713951798749,-0.070488275038829,1,0,0,0
2019-06-06 12:06:05.062875032,0.487804878048781,-1.4390243902439,-1.04878048780488,-1.58536585365854,-1.75609756097561,-4.17073170731707,-1.29268292682927,0.463414634146341,0.158577703002839,-0.002758851601238,0.090824190650506,-0.052936749341342,1,0,0,0
2019-06-06 12:06:05.062999964,0.974358974358974,2.61538461538462,-0.538461538461538,-1.02564102564103,1.25641025641026,-2.17948717948718,-0.153846153846154,-0.435897435897436,-0.012087621489181,-0.096882338495863,0.117671474063667,0.021156591439918,1,0,0,0
2019-06-06 12:06:05.063124895,-2.75,-1.825,-1.125,0.675,5.3,-2.9,-1.5,-2.975,-0.022163799456737,0.075418190892692,-0.135267696031868,0.072397720532211,1,0,0,0
2019-06-06 12:06:05.063250064,-1.3,-0.775,-0.875,-1.475,3.375,2.825,-1.425,-2.425,-0.104261141214897,0.14731691410759,0.009539956123552,0.055040676062636,1,0,0,0
2019-06-06 12:06:05.063374996,-2.675,0.15,-1.05,-0.9,-0.05,-1.075,-0.8,-1.2,0.046819644172689,0.044061713312716,-0.040469670136068,-0.02431258222471,1,0,0,0
2019-06-06 12:06:05.063499928,1.60975609756098,-1.70731707317073,0.51219512195122,0.560975609756098,4.75609756097561,-0.975609756097561,-0.463414634146341,-0.146341463414634,-0.189011777969958,-0.15234975650385,-0.026856922393343,0.078301456500854,1,0,0,0
2019-06-06 12:06:05.063625097,-0.179487179487179,-1.48717948717949,-1.38461538461538,-1.28205128205128,1.46153846153846,3.02564102564102,-0.051282051282051,-1.30769230769231,-0.069673877011186,0.161781388738637,0.066379307103849,-0.012073969223679,1,0,0,0
2019-06-06 12:06:05.063750029,-1.475,-2.15,-1.65,-1.6,0.5,-2.6,-0.2,-0.625,0.122989085278841,0.152117768200267,0.034536947007669,-0.062733032776134,1,0,0,0
2019-06-06 12:06:05.063874959,-0.45,-0.675,-1.025,-0.875,-0.025,-2.95,-2.1,-1.8,0.092796346702943,0.009309210059547,0.025612221551488,0.021939715873801,1,0,0,0
2019-06-06 12:06:05.063999891,0.775,-0.375,-0.15,0.35,2.3,1.45,-0.475,-0.7,-0.164497948386074,-0.086545268911291,-0.003875995675487,0.048491262065202,1,0,0,0
2019-06-06 12:06:05.064125061,1.85365853658537,-0.975609756097561,-1.17073170731707,-1.26829268292683,0.439024390243902,0.292682926829268,-1.51219512195122,0.487804878048781,-0.008889414226098,0.050910827181732,0.144267772068037,-0.004598862285862,1,0,0,0
2019-06-06 12:06:05.064249992,-1.35897435897436,-0.666666666666667,-0.435897435897436,-0.153846153846154,0.615384615384615,4.46153846153846,-1.87179487179487,0.153846153846154,-0.166115179418688,0.010592447691328,-0.054918218859066,0.014105234643997,1,0,0,0
2019-06-06 12:06:05.064374924,-0.475,-1.45,-1.95,-1.6,1.75,-6.05,-2.7,-1,0.208975924664111,0.139729566957713,0.090144218808884,0.003172542238909,1,0,0,0
2019-06-06 12:06:05.064500092,-0.325,-0.2,-0.325,-0.7,-3.425,0.125,0.275,-1.9,0.022203957754864,-0.09507720103523,-0.00091363744719,-0.030634763730318,1,0,0,0
2019-06-06 12:06:05.064625025,-1.7,-1.025,-1.175,-1.35,-1.125,-2.175,-1.7,-2.575,0.125341203073458,0.067113055330639,-0.004053744713526,-0.003799502203486,1,0,0,0
2019-06-06 12:06:05.064749956,-0.780487804878049,-1.34146341463415,-1.19512195121951,-0.707317073170732,2.26829268292683,4.70731707317073,-0.341463414634146,-1.31707317073171,-0.148974767817531,0.151173935759165,0.013744762642901,0.008973786355705,1,0,0,0
2019-06-06 12:06:05.064875126,-3.35897435897436,-0.051282051282051,-0.58974358974359,-0.641025641025641,2.58974358974359,0.282051282051282,-0.846153846153846,-1.43589743589744,-0.061008708019916,0.047162818992575,-0.101204638597336,0.015962731304209,1,0,0,0
2019-06-06 12:06:05.065000057,-0.025,-1.2,-0.8,-0.475,0.675,-0.35,0.15,-0.425,-0.028258229503202,0.001326696512084,0.01952718824727,-0.020542417938557,1,0,0,0
2019-06-06 12:06:05.065124988,1.65,0.075,-0.9,-1.4,-1.35,-3.075,-1.125,0.3,0.096317280907488,-0.050842195189564,0.14119106804227,-0.023274723807837,1,0,0,0
2019-06-06 12:06:05.065249920,-2.075,-0.275,-0.4,-0.325,2.4,3.3,-1.25,-2.55,-0.152089383726551,0.038376826052857,-0.082145030156383,0.060463369908951,1,0,0,0
2019-06-06 12:06:05.065375090,-1.29268292682927,-1.07317073170732,-1.19512195121951,-0.536585365853659,1.90243902439024,-0.804878048780488,-0.097560975609756,-0.975609756097561,-0.00625410263258,0.074198329501206,-0.008078107474064,-0.014036947933866,1,0,0,0
2019-06-06 12:06:05.065500021,-1.74358974358974,-1.38461538461538,-1.05128205128205,-0.897435897435897,1.02564102564103,4.02564102564103,-0.846153846153846,-1.05128205128205,-0.103505017475015,0.132774278800888,-0.023627264709858,-0.008055074053703,1,0,0,0
2019-06-06 12:06:05.065624952,-1.525,-1.6,-1.15,-0.775,2.225,2.525,1.275,-2.1,-0.090389810540438,0.139288934646634,-0.018467065002801,-0.018169255024413,1,0,0,0
2019-06-06 12:06:05.065750121,-1.125,-1.35,-1.225,-0.375,3.675,3.425,-0.875,-1.275,-0.145180761149932,0.147891704608936,-0.011507834368368,0.030388840940572,1,0,0,0
2019-06-06 12:06:05.065875053,-4.35,-0.85,-0.775,-0.6,0.525,2.575,-1.05,-2.825,-0.055236730232293,0.098767963565378,-0.149844961676252,0.006017683309908,1,0,0,0
2019-06-06 12:06:05.065999985,-0.219512195121951,0.51219512195122,0.24390243902439,0.121951219512195,0.121951219512195,1.14634146341463,0.219512195121951,0.121951219512195,-0.136126533678415,-0.158394530745078,-0.036033593505144,0.001692498187583,1,0,0,0
2019-06-06 12:06:05.066124916,-0.717948717948718,-1.12820512820513,-0.974358974358974,-1.02564102564103,-0.461538461538462,3.15384615384615,0.717948717948718,-1.15384615384615,-0.068311292130311,0.081261959334616,0.021984918431835,-0.040434930704474,1,0,0,0
2019-06-06 12:06:05.066250086,-0.275,-1,-0.675,-0.275,3.45,1.3,-0.825,-2.35,-0.118076973801584,0.044367081841548,-0.009996317846119,0.064249606706825,1,0,0,0
2019-06-06 12:06:05.066375016,-1.1,0.5,-0.625,-0.85,-1.75,-1.025,-0.55,0.2,0.034073603052436,-0.058966606922978,0.007825814233285,-0.044409956444011,1,0,0,0
2019-06-06 12:06:05.066499949,1.9,3.15,-0.325,1.15,-2.15,-4.775,-1.8,1.05,0.038927933977206,-0.31989682509922,0.06545623749799,0.02031066755427,1,0,0,0
2019-06-06 12:06:05.066625118,0.121951219512195,0.780487804878049,-0.853658536585366,-0.536585365853659,-3.75609756097561,-6.68292682926829,-2.31707317073171,-2.07317073170732,0.232404739486265,-0.149069803347846,0.041244360280688,0.004983385020729,1,0,0,0
2019-06-06 12:06:05.066750050,-0.564102564102564,-1.41025641025641,-0.153846153846154,0.153846153846154,0.205128205128205,-7.23076923076923,-5.07692307692308,0.743589743589744,0.130746111204576,-0.170836375979073,-0.066211458695237,0.052413189018566,1,0,0,0
2019-06-06 12:06:05.066874981,0.35,-0.45,-0.425,-2.5,1.675,3.825,2.525,-2.05,-0.125934129203032,0.101027309621334,0.104267405784295,-0.02106704525037,1,0,0,0
2019-06-06 12:06:05.066999911,-4.7,-1.975,-0.525,-2.6,0.7,2.975,0.775,-5.475,-0.013482134800296,0.204611923320652,-0.119863808766372,-0.002021991019856,1,0,0,0
2019-06-06 12:06:05.067125082,0.5,0.55,-0.425,0.3,-3.775,-13.225,-2.05,2,0.331407745586474,-0.329510425884073,0.016582501108685,-0.057339350687873,1,0,0,0
2019-06-06 12:06:05.067250013,-6.39024390243903,-3,-1.63414634146341,-2.02439024390244,2.5609756097561,4.60975609756097,-3.63414634146342,-2.04878048780488,-0.031891869011039,0.370740848253047,-0.15938915694687,0.002453767245072,1,0,0,0
2019-06-06 12:06:05.067374945,-2.15384615384615,-0.384615384615385,-0.538461538461538,0.179487179487179,-1.61538461538462,2.61538461538462,0.358974358974359,-2.66666666666667,-0.073190778950003,-0.028876948507234,-0.099475182577992,-0.010825351681539,1,0,0,0
2019-06-06 12:06:05.067500114,-1.075,-1.475,-0.975,0.325,5.675,3.125,1.975,-0.925,-0.222109921425155,0.108488635153485,-0.042789648340976,0.006306527608503,1,0,0,0
2019-06-06 12:06:05.067625046,-2.575,-0.95,-0.95,-2.625,-3.075,0.575,0.1,-1.125,0.102477338551958,0.108268342425025,0.01239140804404,-0.090372970057927,1,0,0,0
2019-06-06 12:06:05.067749977,-1.725,-1.4,-1.35,-2.85,-0.725,-7.125,-2.55,1.125,0.281267432503835,0.0923506285003,0.071733737384577,-0.071078170288422,1,0,0,0
2019-06-06 12:06:05.067874908,0.195121951219512,-1.19512195121951,-0.731707317073171,-1.97560975609756,-1.70731707317073,-9.17073170731707,-1.24390243902439,-4.48780487804878,0.308606683100896,-0.054289693606167,0.060038672678571,0.023551176728021,1,0,0,0
2019-06-06 12:06:05.068000078,-0.307692307692308,0.615384615384615,-0.41025641025641,-0.384615384615385,-2.48717948717949,-2.92307692307692,-0.282051282051282,-2.41025641025641,0.080605809275673,-0.135388821757253,-0.000966771526952,-0.000557384373258,1,0,0,0
2019-06-06 12:06:05.068125010,0.5,0.2,-0.325,0.175,1.9,3.9,1.975,0.75,-0.227398940094652,-0.053257345816929,0.020221115389378,-0.024322439052394,1,0,0,0
2019-06-06 12:06:05.068249941,-3.45,-2.9,-1.175,-1.55,-1.55,-7.4,-2.475,-0.65,0.285552893779199,0.0582093173115,-0.082356224010859,-0.061659419022941,1,0,0,0
2019-06-06 12:06:05.068375111,0.268292682926829,-0.560975609756098,-0.609756097560976,-0.317073170731707,-0.804878048780488,4.85365853658537,-2.97560975609756,-2.48780487804878,-0.126867960432565,0.013303806449504,0.008769441668151,0.072083690983086,1,0,0,0
2019-06-06 12:06:05.068500042,0.225,-0.725,-0.975,-1.1,0.1,-0.7,-0.775,-1.475,0.024134081857763,0.031030865770816,0.061666908010369,0.002270273284629,1,0,0,0
2019-06-06 12:06:05.068624973,0.461538461538462,-1,-0.794871794871795,-0.384615384615385,-1.12820512820513,-6.46153846153846,-1.69230769230769,0.641025641025641,0.159036294934419,-0.110815440678234,0.036162223694127,-0.02683304366108,1,0,0,0
2019-06-06 12:06:05.068749905,-0.95,-0.2,-0.225,-0.95,-2.75,0.5,-0.575,-2.6,0.013600616237291,-0.068783341809845,-0.024124495957865,-0.001630428212521,1,0,0,0
2019-06-06 12:06:05.068875074,-0.15,-0.65,-0.45,-0.8,-0.15,-1.975,0.575,0.65,0.01023449545921,-0.065058222176578,0.023044224258546,-0.049952814593489,1,0,0,0
2019-06-06 12:06:05.069000006,0.341463414634146,-0.439024390243902,-0.341463414634146,-0.121951219512195,0.414634146341463,2.26829268292683,0.414634146341463,0.292682926829268,-0.134814218298571,-0.058832882486884,0.011857723597353,-0.015442684024217,1,0,0,0
2019-06-06 12:06:05.069124937,0.95,-0.025,-0.375,0.65,4.25,7.65,0.925,2.075,-0.381805918312922,-0.001459634212629,0.02387875867473,0.008943920642141,1,0,0,0
2019-06-06 12:06:05.069250107,-1.23076923076923,-0.717948717948718,-0.974358974358974,-1.69230769230769,-2.05128205128205,-6.30769230769231,-1.61538461538462,0,0.229312662482979,-0.022926402517555,0.032325053734519,-0.05594092889639,1,0,0,0
2019-06-06 12:06:05.069375038,-1.05,-0.75,-0.975,-0.75,-1.075,-1.65,-0.45,-0.3,0.060417275769764,-0.000304584491512,0.003972368788204,-0.045265889797177,1,0,0,0
2019-06-06 12:06:05.069499969,-2.3,-1.325,-1.35,-0.925,0.4,2.675,-0.7,-1.825,-0.034603568160599,0.151570956545735,-0.032343318664313,-0.01794786147887,1,0,0,0
2019-06-06 12:06:05.069624901,-0.146341463414634,-0.926829268292683,-0.658536585365854,-0.51219512195122,-2.34146341463415,-2.36585365853658,-1.07317073170732,0.439024390243902,0.074054951257372,-0.081081138065305,0.012775010416649,-0.045098407278666,1,0,0,0
2019-06-06 12:06:05.069750071,0,-0.675,-0.75,-0.55,2.3,5.075,-0.55,-0.2,-0.198859608050571,0.074007810175983,0.029591706329908,0.017128340612292,1,0,0,0
2019-06-06 12:06:05.069875002,-1.17948717948718,-0.358974358974359,-0.41025641025641,-0.769230769230769,0.153846153846154,5.17948717948718,0.82051282051282,1.02564102564103,-0.180862740234466,0.02271685834019,-0.011867387471698,-0.053554896919021,1,0,0,0
2019-06-06 12:06:05.069999933,-0.45,-1.125,-1.225,-1.825,0.7,0.075,-2.325,-0.875,0.035931519470499,0.122732566179975,0.071228112947775,0.007593287150909,1,0,0,0
2019-06-06 12:06:05.070125103,-0.325,-0.625,-0.85,-1.25,-1.525,-13,-0.925,-1.25,0.370952097518059,-0.135901715783414,0.039573740646533,-0.036189014278717,1,0,0,0
2019-06-06 12:06:05.070250034,-1.1219512195122,-0.560975609756098,-0.51219512195122,-0.487804878048781,-0.219512195121951,3.31707317073171,1.29268292682927,0.51219512195122,-0.12747923666366,-0.001060685800171,-0.020486105447016,-0.060658551733122,1,0,0,0
2019-06-06 12:06:05.070374966,-2.2,-0.925,-0.45,-0.2,-0.25,-5.05,-1.9,-0.85,0.108618934886822,-0.087849224291331,-0.094733977836977,-0.001094641134335,1,0,0,0
2019-06-06 12:06:05.070499897,-0.641025641025641,-0.487179487179487,-0.41025641025641,-0.102564102564103,1.87179487179487,7.07692307692308,-0.205128205128205,0.794871794871795,-0.276240815764808,0.034887212484582,-0.021083756932509,-0.000493943942858,1,0,0,0
2019-06-06 12:06:05.070625067,-1.15,-0.575,-0.725,-0.05,0.3,0,-0.45,-1.7,-0.032036798498577,-0.016877199100973,-0.042369112848378,0.006560469006679,1,0,0,0
2019-06-06 12:06:05.070749998,-1.775,-1,-1.35,-1.35,0.225,-2.125,-1.775,-0.775,0.098749423532677,0.096372375043899,0.010513707266291,-0.021658219883112,1,0,0,0
2019-06-06 12:06:05.070874929,-0.024390243902439,-0.24390243902439,-0.073170731707317,-0.463414634146341,-3.39024390243902,-2.17073170731707,-0.024390243902439,0,0.050753948166277,-0.170657912896248,-0.003928672844331,-0.049344089887031,1,0,0,0
2019-06-06 12:06:05.071000099,-0.925,-0.925,-0.875,-0.6,0.325,1.45,-0.25,-0.175,-0.056140857222213,0.037433399754701,-0.002106322474948,-0.027867234825836,1,0,0,0
2019-06-06 12:06:05.071125031,0.743589743589744,-0.564102564102564,-0.512820512820513,-0.41025641025641,1.20512820512821,2.92307692307692,-0.487179487179487,1.20512820512821,-0.152090219727153,-0.015441009566013,0.048015353819675,-0.008291658350607,1,0,0,0
2019-06-06 12:06:05.071249962,0.175,-0.1,-0.125,-0.45,-0.5,-1.55,-0.575,-2.65,-0.001100748054498,-0.11267212026491,-0.003727195604235,0.037772717286925,1,0,0,0
2019-06-06 12:06:05.071374893,0.825,-0.45,-0.4,-0.25,2.1,-3.7,-0.75,0.05,-0.001719030975221,-0.097695804824186,0.034516358693997,0.021153520750283,1,0,0,0
2019-06-06 12:06:05.071500063,-1.68292682926829,-1.02439024390244,-1.07317073170732,-1.09756097560976,1.70731707317073,0.341463414634146,-1.17073170731707,-0.390243902439024,-0.018744093516458,0.100202669177724,-0.005462209073196,-0.010363027556427,1,0,0,0
2019-06-06 12:06:05.071624994,-0.4,-1.05,-1.325,-1.175,-2.55,-2.775,-1.25,-1.725,0.155445886494539,0.028639291536873,0.049416896127858,-0.03250587555315,1,0,0,0
2019-06-06 12:06:05.071749926,0,-0.641025641025641,-0.538461538461538,0.205128205128205,3.74358974358974,2.48717948717949,-1.02564102564103,0.512820512820513,-0.192298244135566,0.002534115894304,-0.007311391611527,0.037312360522292,1,0,0,0
2019-06-06 12:06:05.071875095,-2.25,-1.15,-1.725,-1.575,-0.825,-5,-2.45,-3.5,0.239292033684745,0.121816692021607,0.002675532608494,0.004532953392753,1,0,0,0
2019-06-06 12:06:05.072000027,-1.05,-1.05,-1.05,-0.665548780487805,1.25,4.8,-1.175,-0.95,-0.138689894964135,0.119020415441629,-0.001745410283073,0.009770825534266,1,0,0,0
2019-06-06 12:06:05.072124958,-0.75609756097561,-0.439024390243902,-0.414634146341463,0.24390243902439,-0.878048780487805,-1.09756097560976,-1.14634146341463,-1.82926829268293,-0.004704384369024,-0.097764836924426,-0.054781616503456,0.020414241041089,1,0,0,0
2019-06-06 12:06:05.072249889,-1.6,-1.05,-1.575,-1.575,0.6,-1.65,-1.875,-2.05,0.103894609816352,0.145839372573432,0.030593834836888,0.000169204374578,1,0,0,0
2019-06-06 12:06:05.072375059,-0.461538461538462,-0.461538461538462,-0.358974358974359,-0.794871794871795,1.76923076923077,5.7948717948718,0.282051282051282,-0.435897435897436,-0.22169030898993,0.046839778574777,0.006055767545319,0.005047090615497,1,0,0,0
2019-06-06 12:06:05.072499990,-1.425,-0.9,-0.325,-0.45,1.675,1.025,-0.025,0.175,-0.102458080168916,-0.011389274783349,-0.05063331268955,-0.01450678286332,1,0,0,0
2019-06-06 12:06:05.072624922,0.8,-0.55,-0.85,-0.834756097560975,-1.875,-1.3,-0.3,-0.45,0.050295455575642,-0.043284745634595,0.073888146324702,-0.034142322697198,1,0,0,0
2019-06-06 12:06:05.072750092,-0.682926829268293,-1.17073170731707,-0.975609756097561,-1.21951219512195,0.829268292682927,0.560975609756098,-1.48780487804878,-0.682926829268293,-0.011882834401822,0.077811931441081,0.028489858274691,-6.72038487683282E-05,1,0,0,0
2019-06-06 12:06:05.072875023,-1.7027027027027,-0.486486486486487,-0.513513513513513,-0.081081081081081,-0.108108108108108,2.27027027027027,-1.05405405405405,-4.62162162162162,-0.07089213531974,0.002947651686625,-0.085351845435893,0.064020202780232,1,0,0,0
2019-06-06 12:06:05.072999954,-2.5,-0.875,-1.275,-2,0.55,-0.55,-20.975,1.375,0.152236543771005,0.161940039586799,-0.020747579669103,0.2814244361504,0,1,0,0
2019-06-06 12:06:05.073124886,-2.875,-0.975,-0.075,1.075,-1.575,-0.1,-4.4,3.45,-0.055559959611302,-0.152724996075274,-0.17486780432996,-0.02172693762298,0,1,0,0
2019-06-06 12:06:05.073250055,-3.875,-1.2,-1,-1.175,-2.175,-2.775,-7.475,-4.575,0.199621797886564,0.067598603371978,-0.125677500597011,0.104882118760881,0,1,0,0
2019-06-06 12:06:05.073374987,0.975,-0.1,-0.4,0.25,0.625,0.25,-1.4,-1.725,-0.079412054135228,-0.092837371486794,0.015966172767567,0.059045383868994,0,1,0,0
2019-06-06 12:06:05.073499918,-3.3,-1.15,-0.45,-0.975,1.725,3.425,-0.025,0.075,-0.131409549203714,0.083689948213571,-0.098900265658719,-0.034294996087975,0,1,0,0
2019-06-06 12:06:05.073625088,-2.625,-0.875,-0.575,-1.65,0.825,-1.45,-9.775,-1.575,0.087196324946748,0.065386097953608,-0.064514601808814,0.149163771281634,0,1,0,0
2019-06-06 12:06:05.073750019,-2.025,-1.875,-1.75,-1.35,-1.825,-4.425,-6.15,-4.1,0.261498098873374,0.125562985830977,-0.016507340964529,0.069398710838867,0,1,0,0
2019-06-06 12:06:05.073874950,1.675,-0.5,-1.575,0.425,-1.05,0.575,-0.175,0.25,-0.021019936373026,-0.005769348128151,0.097456533203328,-0.033341474095242,0,1,0,0
2019-06-06 12:06:05.073999882,2.9,-0.55,-0.575,1.475,0.45,-2.8,-6.5,-3.575,0.003172970653596,-0.169207163736075,0.024712849486129,0.195288154331203,0,1,0,0
2019-06-06 12:06:05.074125051,-4.2,0.3,0.4,0.325,0.425,3.3,-5.775,2.35,-0.168783434277201,-0.102689997262803,-0.207538993670909,0.047003701811255,0,1,0,0
2019-06-06 12:06:05.074249983,-2.3,-0.575,-0.6,-0.025,2.45,1.125,-1.85,1.6,-0.112267506888269,0.01121589870258,-0.079864659930557,-0.005001434975509,0,1,0,0
2019-06-06 12:06:05.074374914,-0.95,-1.275,-1.125,-2.2,0.25,-0.725,-7.25,-3.05,0.109860945914033,0.139370394762399,0.040332988599237,0.118787582810225,0,1,0,0
2019-06-06 12:06:05.074500084,-2.6,-0.475,-0.075,0.925,-0.5,-1.1,-4.675,0.175,-0.030207635228024,-0.140459116097141,-0.166546736036858,0.051313461844908,0,1,0,0
2019-06-06 12:06:05.074625015,-10.75,0.05,0.1,0.825,1.225,0.2,3.35,2.225,-0.105934527055696,-0.040717248991138,-0.449198914690712,-0.170821212274212,0,1,0,0
2019-06-06 12:06:05.074749947,-0.55,-0.375,-0.175,-0.35,1.225,2.6,-5.8,0.025,-0.123604138861022,-0.03229442283536,-0.033164709549596,0.103181827893858,0,1,0,0
2019-06-06 12:06:05.074875116,-2.05,0.15,-0.825,-0.6,-0.3,1.725,0.925,0.15,-0.059936798920817,0.019182162866101,-0.029485427402167,-0.063045637895655,0,1,0,0
2019-06-06 12:06:05.075000048,3.3,-1.575,-0.975,-0.1,1.525,2.35,0.225,1.2,-0.142423523757028,0.001821619411997,0.143460322705515,-0.009068471050921,0,1,0,0
2019-06-06 12:06:05.075124979,-3.025,-3.575,-2.275,-2.025,-1.925,-7.375,-21.725,-10.1,0.507636183032013,0.268075500301849,-0.083584862157302,0.404262766117268,0,1,0,0
2019-06-06 12:06:05.075249910,0.75,0.05,0.2,0.575,1.225,-3.1,-19.375,-2.075,0.046828422334558,-0.178361028712707,-0.069144570772144,0.401965500981179,0,1,0,0
2019-06-06 12:06:05.075375080,-1.3,2.35,1.825,-2.65,-3,-0.775,4.575,1.95,-0.066239004161069,-0.29858973600394,-0.004797798844173,-0.130409456100833,0,1,0,0
2019-06-06 12:06:05.075500011,2.3,-2.025,0.3,1.4,-0.275,-3.45,-1.975,1.65,-0.049576174682591,-0.27223137392595,-0.02559362464913,0.024576714585738,0,1,0,0
2019-06-06 12:06:05.075624943,-1.025,-0.475,0.45,0.125,0.475,-1.725,-23.8,-3.725,0.068800635326034,-0.132760373566025,-0.154512835537314,0.484545290622993,0,1,0,0
2019-06-06 12:06:05.075750113,-5.55,-1.575,-3.125,-1.625,1.35,1.85,-11.6,-6,0.175510187003235,0.456018484733339,-0.08628325157405,0.179020902370771,0,1,0,0
2019-06-06 12:06:05.075875044,3.4,-0.4,-1.7,-2.475,-0.275,1.125,1.275,3.8,-0.00069601605398,0.11327177417011,0.304199917813449,-0.120191455055564,0,1,0,0
2019-06-06 12:06:05.075999975,1.825,-2,-1.425,-0.475,-0.5,-2.675,-13.975,-5.2,0.173148192274382,0.056425650637459,0.059533811832844,0.291661887897597,0,1,0,0
2019-06-06 12:06:05.076124907,1.475,-0.375,-0.65,-1.625,-2.075,2.55,7.125,2.225,-0.089406789329898,-0.020344669328847,0.150547797130339,-0.202715495572671,0,1,0,0
2019-06-06 12:06:05.076250076,2.55,-1.375,-2.375,-2.775,0.425,1.075,7,-0.925,0.037734314221826,0.251118671551087,0.293211667408721,-0.167776239576655,0,1,0,0
2019-06-06 12:06:05.076375008,1.425,-0.7,-1.8,-1.15,-1.85,-3.35,-13.975,1.9,0.210578714250869,0.050168479773419,0.137528813793768,0.149625790568737,0,1,0,0
2019-06-06 12:06:05.076499939,3.475,-0.55,-1.55,-2.375,-2.65,-2.375,3.35,-3.325,0.152258170468171,0.052995294598887,0.264041631904763,-0.066859439094523,0,1,0,0
2019-06-06 12:06:05.076625109,-6.15,-0.425,-0.75,-0.325,2.15,-0.3,0.025,-1.175,-0.025695743877817,0.077940169812422,-0.215024464934509,-0.037067586600527,0,1,0,0
2019-06-06 12:06:05.076750040,-4.425,0.475,-1,0.275,-1.625,0.6,3.5,3.8,-0.041577872135793,-0.027749054997066,-0.121320897648066,-0.20016614441564,0,1,0,0
2019-06-06 12:06:05.076874971,6.4,-1.675,-0.75,0.1,1.55,1.05,4.025,0.975,-0.1618520657678,-0.088219856449701,0.247925977615218,-0.041211668216364,0,1,0,0
